change_id,table_name,record_id,change_type,field_changed,old_value,new_value,changed_by,changed_at
CHG0000428,article_master,ART00428,create,,,,mpatel,2023-07-22
CHG0000429,article_master,ART00429,create,,,,rkhan,2025-09-14
CHG0000430,article_master,ART00430,create,,,,jchen,2025-12-21
CHG0000431,article_master,ART00431,create,,,,mpatel,2024-01-05
CHG0000432,article_master,ART00432,create,,,,swilson,2025-02-18
CHG0000433,article_master,ART00433,create,,,,jchen,2023-04-01
CHG0000434,article_master,ART00434,create,,,,swilson,2024-02-01
CHG0000435,article_master,ART00435,create,,,,jchen,2025-06-25
CHG0000436,article_master,ART00436,create,,,,jchen,2022-10-09
CHG0000437,article_master,ART00437,create,,,,swilson,2022-06-15
CHG0000438,article_master,ART00438,create,,,,mpatel,2025-03-26
CHG0000439,article_master,ART00439,create,,,,rkhan,2024-09-04
CHG0000440,article_master,ART00440,create,,,,rkhan,2024-12-23
CHG0000441,article_master,ART00441,create,,,,mpatel,2023-12-07
CHG0000442,article_master,ART00442,create,,,,rkhan,2026-01-30
CHG0000443,article_master,ART00443,create,,,,swilson,2022-12-04
CHG0000444,article_master,ART00444,create,,,,mpatel,2024-10-30
CHG0000445,article_master,ART00445,create,,,,rkhan,2025-05-01
CHG0000446,article_master,ART00446,create,,,,mpatel,2023-06-02
CHG0000447,article_master,ART00447,create,,,,jchen,2025-12-06
CHG0000448,article_master,ART00448,create,,,,mpatel,2025-06-01
CHG0000449,article_master,ART00449,create,,,,rkhan,2024-10-13
CHG0000450,article_master,ART00450,create,,,,swilson,2024-10-08
CHG0000451,article_master,ART00451,create,,,,swilson,2023-06-25
CHG0000452,article_master,ART00452,create,,,,swilson,2023-10-03
CHG0000453,article_master,ART00453,create,,,,mpatel,2024-06-15
CHG0000454,article_master,ART00454,create,,,,rkhan,2024-02-29
CHG0000455,article_master,ART00455,create,,,,rkhan,2022-11-23
CHG0000456,article_master,ART00456,create,,,,rkhan,2025-06-06
CHG0000457,article_master,ART00457,create,,,,rkhan,2025-09-03
CHG0000458,article_master,ART00458,create,,,,rkhan,2026-03-03
CHG0000459,article_master,ART00459,create,,,,rkhan,2023-11-24
CHG0000460,article_master,ART00460,create,,,,swilson,2025-09-17
CHG0000461,article_master,ART00461,create,,,,rkhan,2022-04-22
CHG0000462,article_master,ART00462,create,,,,rkhan,2023-11-09
CHG0000463,article_master,ART00463,create,,,,mpatel,2025-03-19
CHG0000464,article_master,ART00464,create,,,,rkhan,2026-03-07
CHG0000465,article_master,ART00465,create,,,,rkhan,2025-05-22
CHG0000466,article_master,ART00466,create,,,,mpatel,2024-07-19
CHG0000467,article_master,ART00467,create,,,,jchen,2023-12-01
CHG0000468,article_master,ART00468,create,,,,jchen,2026-03-01
CHG0000469,article_master,ART00469,create,,,,mpatel,2026-05-20
CHG0000470,article_master,ART00470,create,,,,mpatel,2026-05-01
CHG0000471,article_master,ART00471,create,,,,mpatel,2024-06-05
CHG0000472,article_master,ART00472,create,,,,mpatel,2022-12-29
CHG0000473,article_master,ART00473,create,,,,rkhan,2025-05-14
CHG0000474,article_master,ART00474,create,,,,mpatel,2023-07-15
CHG0000475,article_master,ART00475,create,,,,jchen,2024-11-15
CHG0000476,article_master,ART00476,create,,,,rkhan,2026-02-18
CHG0000477,article_master,ART00477,create,,,,jchen,2023-12-09
CHG0000478,article_master,ART00478,create,,,,mpatel,2025-02-25
CHG0000479,article_master,ART00479,create,,,,rkhan,2022-08-07
CHG0000480,article_master,ART00480,create,,,,rkhan,2025-10-31
CHG0000481,article_master,ART00481,create,,,,jchen,2025-10-15
CHG0000482,article_master,ART00482,create,,,,rkhan,2025-11-04
CHG0000483,article_master,ART00483,create,,,,jchen,2023-04-07
CHG0000484,article_master,ART00484,create,,,,swilson,2023-01-18
CHG0000485,article_master,ART00485,create,,,,swilson,2022-01-12
CHG0000486,article_master,ART00486,create,,,,jchen,2023-10-23
CHG0000487,article_master,ART00487,create,,,,swilson,2025-09-17
CHG0000488,article_master,ART00488,create,,,,jchen,2026-05-25
CHG0000489,article_master,ART00489,create,,,,swilson,2022-07-08
CHG0000490,article_master,ART00490,create,,,,rkhan,2025-02-23
CHG0000491,article_master,ART00491,create,,,,swilson,2023-05-15
CHG0000492,article_master,ART00492,create,,,,rkhan,2024-11-24
CHG0000493,article_master,ART00493,create,,,,jchen,2022-12-09
CHG0000494,article_master,ART00494,create,,,,rkhan,2022-08-01
CHG0000495,article_master,ART00495,create,,,,jchen,2022-03-19
CHG0000496,article_master,ART00496,create,,,,mpatel,2023-06-14
CHG0000497,article_master,ART00497,create,,,,swilson,2025-08-06
CHG0000498,article_master,ART00498,create,,,,swilson,2023-09-10
CHG0000499,article_master,ART00499,create,,,,mpatel,2025-01-22
CHG0000500,article_master,ART00500,create,,,,rkhan,2025-05-06
CHG0000501,article_master,ART00501,create,,,,jchen,2022-11-26
CHG0000502,article_master,ART00502,create,,,,rkhan,2026-03-19
CHG0000503,article_master,ART00503,create,,,,mpatel,2024-01-02
CHG0000504,article_master,ART00504,create,,,,mpatel,2023-02-01
CHG0000505,article_master,ART00505,create,,,,rkhan,2022-11-09
CHG0000506,article_master,ART00506,create,,,,swilson,2026-02-24
CHG0000507,article_master,ART00507,create,,,,rkhan,2023-09-18
CHG0000508,article_master,ART00508,create,,,,jchen,2022-10-14
CHG0000509,article_master,ART00509,create,,,,swilson,2026-01-29
CHG0000510,article_master,ART00510,create,,,,jchen,2025-02-03
CHG0000511,article_master,ART00511,create,,,,jchen,2023-08-19
CHG0000512,article_master,ART00512,create,,,,rkhan,2025-11-02
CHG0000513,article_master,ART00513,create,,,,rkhan,2024-01-05
CHG0000514,article_master,ART00514,create,,,,jchen,2024-03-05
CHG0000515,article_master,ART00515,create,,,,swilson,2026-02-28
CHG0000516,article_master,ART00516,create,,,,mpatel,2023-05-31
CHG0000517,article_master,ART00517,create,,,,mpatel,2024-06-19
CHG0000518,article_master,ART00518,create,,,,mpatel,2025-09-15
CHG0000519,article_master,ART00519,create,,,,swilson,2025-08-18
CHG0000520,article_master,ART00520,create,,,,rkhan,2024-11-15
CHG0000521,article_master,ART00521,create,,,,jchen,2023-01-04
CHG0000522,article_master,ART00522,create,,,,swilson,2024-07-08
CHG0000523,article_master,ART00523,create,,,,jchen,2026-04-21
CHG0000524,article_master,ART00524,create,,,,rkhan,2025-11-05
CHG0000525,article_master,ART00525,create,,,,jchen,2024-02-14
CHG0000526,article_master,ART00526,create,,,,mpatel,2022-12-30
CHG0000527,article_master,ART00527,create,,,,jchen,2022-09-24
CHG0000528,article_master,ART00528,create,,,,mpatel,2023-04-15
CHG0000529,article_master,ART00529,create,,,,swilson,2025-03-25
CHG0000530,article_master,ART00530,create,,,,rkhan,2022-06-21
CHG0000531,article_master,ART00531,create,,,,jchen,2022-01-12
CHG0000532,article_master,ART00532,create,,,,jchen,2024-04-17
CHG0000533,article_master,ART00533,create,,,,mpatel,2025-03-02
CHG0000534,article_master,ART00534,create,,,,jchen,2024-09-15
CHG0000535,article_master,ART00535,create,,,,mpatel,2025-09-12
CHG0000536,article_master,ART00536,create,,,,rkhan,2025-06-11
CHG0000537,article_master,ART00537,create,,,,mpatel,2022-06-30
CHG0000538,article_master,ART00538,create,,,,jchen,2024-03-31
CHG0000539,article_master,ART00539,create,,,,mpatel,2026-05-04
CHG0000540,article_master,ART00540,create,,,,mpatel,2024-11-27
CHG0000541,article_master,ART00541,create,,,,swilson,2023-05-05
CHG0000542,article_master,ART00542,create,,,,swilson,2024-11-26
CHG0000543,article_master,ART00543,create,,,,jchen,2025-02-19
CHG0000544,article_master,ART00544,create,,,,mpatel,2025-03-23
CHG0000545,article_master,ART00545,create,,,,mpatel,2024-11-17
CHG0000546,article_master,ART00546,create,,,,jchen,2026-05-08
CHG0000547,article_master,ART00547,create,,,,rkhan,2025-12-07
CHG0000548,article_master,ART00548,create,,,,mpatel,2022-07-10
CHG0000549,article_master,ART00549,create,,,,mpatel,2023-01-10
CHG0000550,article_master,ART00550,create,,,,mpatel,2025-06-20
CHG0000551,article_master,ART00551,create,,,,jchen,2024-09-14
CHG0000552,article_master,ART00552,create,,,,mpatel,2024-11-12
CHG0000553,article_master,ART00553,create,,,,mpatel,2025-01-12
CHG0000554,article_master,ART00554,create,,,,swilson,2025-11-12
CHG0000555,article_master,ART00555,create,,,,mpatel,2023-10-29
CHG0000556,article_master,ART00556,create,,,,mpatel,2023-05-01
CHG0000557,article_master,ART00557,create,,,,mpatel,2024-10-18
CHG0000558,article_master,ART00558,create,,,,swilson,2025-03-25
CHG0000559,article_master,ART00559,create,,,,jchen,2026-02-21
CHG0000560,article_master,ART00560,create,,,,jchen,2026-01-15
CHG0000561,article_master,ART00561,create,,,,jchen,2024-03-26
CHG0000562,article_master,ART00562,create,,,,mpatel,2025-07-13
CHG0000563,article_master,ART00563,create,,,,rkhan,2024-04-23
CHG0000564,article_master,ART00564,create,,,,rkhan,2023-12-29
CHG0000565,article_master,ART00565,create,,,,mpatel,2025-07-17
CHG0000566,article_master,ART00566,create,,,,rkhan,2022-05-27
CHG0000567,article_master,ART00567,create,,,,mpatel,2023-08-20
CHG0000568,article_master,ART00568,create,,,,rkhan,2024-04-27
CHG0000569,article_master,ART00569,create,,,,rkhan,2024-03-24
CHG0000570,article_master,ART00570,create,,,,rkhan,2022-06-20
CHG0000571,article_master,ART00571,create,,,,rkhan,2022-09-16
CHG0000572,article_master,ART00572,create,,,,mpatel,2025-01-12
CHG0000573,article_master,ART00573,create,,,,mpatel,2025-03-01
CHG0000574,article_master,ART00574,create,,,,rkhan,2023-06-17
CHG0000575,article_master,ART00575,create,,,,jchen,2026-03-28
CHG0000576,article_master,ART00576,create,,,,swilson,2024-02-05
CHG0000577,article_master,ART00577,create,,,,mpatel,2023-03-28
CHG0000578,article_master,ART00578,create,,,,mpatel,2025-06-09
CHG0000579,article_master,ART00579,create,,,,rkhan,2023-07-05
CHG0000580,article_master,ART00580,create,,,,rkhan,2023-01-20
CHG0000581,article_master,ART00581,create,,,,swilson,2022-09-14
CHG0000582,article_master,ART00582,create,,,,jchen,2026-05-29
CHG0000583,article_master,ART00583,create,,,,swilson,2023-06-30
CHG0000584,article_master,ART00584,create,,,,swilson,2022-01-26
CHG0000585,article_master,ART00585,create,,,,swilson,2022-07-12
CHG0000586,article_master,ART00586,create,,,,rkhan,2025-01-30
CHG0000587,article_master,ART00587,create,,,,swilson,2025-09-27
CHG0000588,article_master,ART00588,create,,,,rkhan,2023-07-20
CHG0000589,article_master,ART00589,create,,,,swilson,2025-11-15
CHG0000590,article_master,ART00590,create,,,,mpatel,2026-04-05
CHG0000591,article_master,ART00591,create,,,,jchen,2024-09-26
CHG0000592,article_master,ART00592,create,,,,rkhan,2022-02-13
CHG0000593,article_master,ART00593,create,,,,mpatel,2023-08-27
CHG0000594,article_master,ART00594,create,,,,jchen,2023-07-18
CHG0000595,article_master,ART00595,create,,,,rkhan,2023-06-24
CHG0000596,article_master,ART00596,create,,,,jchen,2024-01-16
CHG0000597,article_master,ART00597,create,,,,swilson,2024-12-09
CHG0000598,article_master,ART00598,create,,,,swilson,2024-04-19
CHG0000599,article_master,ART00599,create,,,,jchen,2022-03-31
CHG0000600,promotion_header,PRM00000,create,,,,rkhan,2026-05-22
CHG0000601,promotion_header,PRM00001,create,,,,swilson,2026-03-16
CHG0000602,promotion_header,PRM00002,create,,,,jchen,2026-04-18
CHG0000603,promotion_header,PRM00003,create,,,,swilson,2026-05-05
CHG0000604,promotion_header,PRM00004,create,,,,swilson,2026-07-20
CHG0000605,promotion_header,PRM00005,create,,,,jchen,2026-03-20
CHG0000606,promotion_header,PRM00006,create,,,,rkhan,2026-07-24
CHG0000607,promotion_header,PRM00007,create,,,,jchen,2026-04-18
CHG0000608,promotion_header,PRM00008,create,,,,mpatel,2026-03-25
CHG0000609,promotion_header,PRM00009,create,,,,jchen,2026-08-23
CHG0000610,promotion_header,PRM00010,create,,,,jchen,2026-03-08
CHG0000611,promotion_header,PRM00011,create,,,,swilson,2026-03-28
CHG0000612,promotion_header,PRM00012,create,,,,jchen,2026-07-10
CHG0000613,promotion_header,PRM00013,create,,,,mpatel,2026-03-21
CHG0000614,promotion_header,PRM00014,create,,,,mpatel,2026-04-23
CHG0000615,promotion_header,PRM00015,create,,,,rkhan,2026-03-03
CHG0000616,promotion_header,PRM00016,create,,,,mpatel,2026-04-15
CHG0000617,promotion_header,PRM00017,create,,,,rkhan,2026-04-13
CHG0000618,promotion_header,PRM00018,create,,,,mpatel,2026-03-17
CHG0000619,promotion_header,PRM00019,create,,,,jchen,2026-06-17
CHG0000620,promotion_header,PRM00020,create,,,,rkhan,2026-06-02
CHG0000621,promotion_header,PRM00021,create,,,,mpatel,2026-07-16
CHG0000622,promotion_header,PRM00022,create,,,,mpatel,2026-03-02
CHG0000623,promotion_header,PRM00023,create,,,,mpatel,2026-05-08
CHG0000624,promotion_header,PRM00024,create,,,,mpatel,2026-08-16
CHG0000625,promotion_header,PRM00025,create,,,,swilson,2026-06-03
CHG0000626,promotion_header,PRM00026,create,,,,rkhan,2026-02-25
CHG0000627,promotion_header,PRM00027,create,,,,mpatel,2026-04-15
CHG0000628,promotion_header,PRM00028,create,,,,mpatel,2026-06-29
CHG0000629,promotion_header,PRM00029,create,,,,mpatel,2026-05-10
CHG0000630,promotion_header,PRM00030,create,,,,mpatel,2026-07-27
CHG0000631,promotion_header,PRM00031,create,,,,jchen,2026-07-17
CHG0000632,promotion_header,PRM00032,create,,,,mpatel,2026-07-29
CHG0000633,promotion_header,PRM00033,create,,,,swilson,2026-05-10
CHG0000634,promotion_header,PRM00034,create,,,,swilson,2026-02-20
CHG0000635,promotion_header,PRM00035,create,,,,jchen,2026-06-23
CHG0000636,promotion_header,PRM00036,create,,,,swilson,2026-04-27
CHG0000637,promotion_header,PRM00037,create,,,,jchen,2026-03-16
CHG0000638,promotion_header,PRM00038,create,,,,mpatel,2026-05-25
CHG0000639,promotion_header,PRM00039,create,,,,rkhan,2026-03-25
CHG0000640,promotion_header,PRM00040,create,,,,mpatel,2026-06-27
CHG0000641,promotion_header,PRM00041,create,,,,rkhan,2026-08-12
CHG0000642,promotion_header,PRM00042,create,,,,mpatel,2026-05-27
CHG0000643,promotion_header,PRM00043,create,,,,jchen,2026-07-16
CHG0000644,promotion_header,PRM00044,create,,,,swilson,2026-02-17
CHG0000645,promotion_header,PRM00045,create,,,,jchen,2026-02-15
CHG0000646,promotion_header,PRM00046,create,,,,jchen,2026-06-22
CHG0000647,promotion_header,PRM00047,create,,,,mpatel,2026-05-30
CHG0000648,promotion_header,PRM00048,create,,,,swilson,2026-03-14
CHG0000649,promotion_header,PRM00049,create,,,,swilson,2026-06-11
CHG0000650,promotion_header,PRM00050,create,,,,rkhan,2026-04-05
CHG0000651,promotion_header,PRM00051,create,,,,swilson,2026-06-02
CHG0000652,promotion_header,PRM00052,create,,,,jchen,2026-08-14
CHG0000653,promotion_header,PRM00053,create,,,,swilson,2026-03-13
CHG0000654,promotion_header,PRM00054,create,,,,swilson,2026-08-17
CHG0000655,promotion_header,PRM00055,create,,,,mpatel,2026-06-04
CHG0000656,promotion_header,PRM00056,create,,,,rkhan,2026-08-05
CHG0000657,promotion_header,PRM00057,create,,,,rkhan,2026-07-09
CHG0000658,promotion_header,PRM00058,create,,,,swilson,2026-06-16
CHG0000659,promotion_header,PRM00059,create,,,,jchen,2026-05-11
CHG0000660,promotion_header,PRM00060,create,,,,mpatel,2026-04-29
CHG0000661,promotion_header,PRM00061,create,,,,mpatel,2026-04-26
CHG0000662,promotion_header,PRM00062,create,,,,rkhan,2026-06-25
CHG0000663,promotion_header,PRM00063,create,,,,mpatel,2026-03-23
CHG0000664,promotion_header,PRM00064,create,,,,mpatel,2026-08-05
CHG0000665,promotion_header,PRM00065,create,,,,jchen,2026-05-18
CHG0000666,promotion_header,PRM00066,create,,,,mpatel,2026-04-09
CHG0000667,promotion_header,PRM00067,create,,,,mpatel,2026-07-02
CHG0000668,promotion_header,PRM00068,create,,,,jchen,2026-06-07
CHG0000669,promotion_header,PRM00069,create,,,,jchen,2026-03-28
CHG0000670,promotion_header,PRM00070,create,,,,jchen,2026-04-13
CHG0000671,promotion_header,PRM00071,create,,,,rkhan,2026-03-27
CHG0000672,promotion_header,PRM00072,create,,,,rkhan,2026-03-19
CHG0000673,promotion_header,PRM00073,create,,,,swilson,2026-05-14
CHG0000674,promotion_header,PRM00074,create,,,,rkhan,2026-03-22
CHG0000675,promotion_header,PRM00075,create,,,,swilson,2026-06-19
CHG0000676,promotion_header,PRM00076,create,,,,mpatel,2026-07-04
CHG0000677,promotion_header,PRM00077,create,,,,rkhan,2026-08-06
CHG0000678,promotion_header,PRM00078,create,,,,rkhan,2026-06-16
CHG0000679,promotion_header,PRM00079,create,,,,mpatel,2026-07-01
CHG0000680,promotion_header,PRM00080,create,,,,swilson,2026-04-24
CHG0000681,promotion_header,PRM00081,create,,,,jchen,2026-05-19
CHG0000682,promotion_header,PRM00082,create,,,,swilson,2026-07-30
CHG0000683,promotion_header,PRM00083,create,,,,rkhan,2026-06-23
CHG0000684,promotion_header,PRM00084,create,,,,jchen,2026-03-14
CHG0000685,promotion_header,PRM00085,create,,,,mpatel,2026-07-10
CHG0000686,promotion_header,PRM00086,create,,,,mpatel,2026-07-13
CHG0000687,promotion_header,PRM00087,create,,,,jchen,2026-04-22
CHG0000688,promotion_header,PRM00088,create,,,,jchen,2026-07-07
CHG0000689,promotion_header,PRM00089,create,,,,mpatel,2026-07-16
CHG0000690,promotion_header,PRM00090,create,,,,rkhan,2026-07-18
CHG0000691,promotion_header,PRM00091,create,,,,jchen,2026-05-30
CHG0000692,promotion_header,PRM00092,create,,,,jchen,2026-03-08
CHG0000693,promotion_header,PRM00093,create,,,,jchen,2026-05-20
CHG0000694,promotion_header,PRM00094,create,,,,rkhan,2026-03-09
CHG0000695,promotion_header,PRM00095,create,,,,jchen,2026-04-13
CHG0000696,promotion_header,PRM00096,create,,,,mpatel,2026-07-10
CHG0000697,promotion_header,PRM00097,create,,,,jchen,2026-07-02
CHG0000698,promotion_header,PRM00098,create,,,,swilson,2026-07-10
CHG0000699,promotion_header,PRM00099,create,,,,mpatel,2026-07-29
CHG0000700,promotion_header,PRM00100,create,,,,mpatel,2026-03-08
CHG0000701,promotion_header,PRM00101,create,,,,jchen,2026-08-04
CHG0000702,promotion_header,PRM00102,create,,,,mpatel,2026-05-05
CHG0000703,promotion_header,PRM00103,create,,,,jchen,2026-04-20
CHG0000704,promotion_header,PRM00104,create,,,,jchen,2026-07-23
CHG0000705,promotion_header,PRM00105,create,,,,jchen,2026-05-16
CHG0000706,promotion_header,PRM00106,create,,,,jchen,2026-03-24
CHG0000707,promotion_header,PRM00107,create,,,,jchen,2026-05-23
CHG0000708,promotion_header,PRM00108,create,,,,jchen,2026-06-02
CHG0000709,promotion_header,PRM00109,create,,,,mpatel,2026-03-01
CHG0000710,promotion_header,PRM00110,create,,,,rkhan,2026-08-05
CHG0000711,promotion_header,PRM00111,create,,,,swilson,2026-05-23
CHG0000712,promotion_header,PRM00112,create,,,,rkhan,2026-03-31
CHG0000713,promotion_header,PRM00113,create,,,,jchen,2026-07-31
CHG0000714,promotion_header,PRM00114,create,,,,swilson,2026-03-28
CHG0000715,promotion_header,PRM00115,create,,,,swilson,2026-03-18
CHG0000716,promotion_header,PRM00116,create,,,,swilson,2026-08-05
CHG0000717,promotion_header,PRM00117,create,,,,rkhan,2026-07-08
CHG0000718,promotion_header,PRM00118,create,,,,swilson,2026-04-02
CHG0000719,promotion_header,PRM00119,create,,,,rkhan,2026-04-06
