store_group,article_id,valid_from,valid_to
SG_CBD_11,ART00106,2023-07-22,2099-12-31
SG_CBD_19,ART00106,2023-04-09,2099-12-31
SG_CBD_31,ART00106,2023-12-16,2099-12-31
SG_CBD_03,ART00106,2024-10-13,2099-12-31
SG_METRO_24,ART00107,2025-04-12,2099-12-31
SG_CBD_11,ART00107,2024-10-02,2099-12-31
SG_HWY_22,ART00107,2023-07-04,2099-12-31
SG_HWY_34,ART00107,2023-06-12,2099-12-31
SG_CBD_35,ART00107,2023-06-07,2099-12-31
SG_REGIONAL_25,ART00107,2024-05-06,2099-12-31
SG_HWY_30,ART00107,2023-07-11,2099-12-31
SG_METRO_08,ART00107,2023-12-05,2099-12-31
SG_METRO_16,ART00107,2026-03-24,2099-12-31
SG_METRO_00,ART00107,2023-04-28,2099-12-31
SG_REGIONAL_21,ART00107,2023-06-23,2099-12-31
SG_CBD_31,ART00107,2024-08-08,2099-12-31
SG_REGIONAL_37,ART00107,2026-02-08,2099-12-31
SG_METRO_04,ART00107,2025-10-06,2099-12-31
SG_REGIONAL_29,ART00107,2023-01-22,2099-12-31
SG_HWY_26,ART00107,2025-05-18,2099-12-31
SG_CBD_39,ART00107,2025-11-07,2099-12-31
SG_METRO_12,ART00107,2023-10-07,2099-12-31
SG_HWY_18,ART00107,2025-09-09,2099-12-31
SG_METRO_32,ART00107,2025-10-16,2099-12-31
SG_REGIONAL_01,ART00107,2025-11-20,2099-12-31
SG_HWY_38,ART00107,2025-12-26,2099-12-31
SG_CBD_07,ART00107,2023-09-13,2099-12-31
SG_REGIONAL_13,ART00107,2025-04-10,2099-12-31
SG_HWY_14,ART00107,2023-01-29,2099-12-31
SG_HWY_02,ART00107,2024-01-25,2099-12-31
SG_REGIONAL_17,ART00107,2023-01-15,2099-12-31
SG_REGIONAL_05,ART00107,2025-05-20,2099-12-31
SG_METRO_28,ART00107,2025-12-30,2099-12-31
SG_METRO_20,ART00107,2024-12-07,2099-12-31
SG_CBD_23,ART00107,2024-05-15,2099-12-31
SG_REGIONAL_09,ART00107,2025-12-17,2099-12-31
SG_HWY_06,ART00107,2023-03-28,2099-12-31
SG_HWY_10,ART00107,2025-07-07,2099-12-31
SG_CBD_27,ART00107,2023-12-12,2099-12-31
SG_CBD_19,ART00107,2025-12-08,2099-12-31
SG_CBD_15,ART00107,2024-04-05,2099-12-31
SG_CBD_03,ART00107,2023-12-25,2099-12-31
SG_REGIONAL_33,ART00107,2023-06-03,2099-12-31
SG_METRO_36,ART00107,2025-01-21,2099-12-31
SG_METRO_08,ART00108,2025-07-31,2099-12-31
SG_METRO_32,ART00108,2024-11-03,2099-12-31
SG_HWY_22,ART00108,2024-09-03,2099-12-31
SG_CBD_03,ART00108,2024-12-25,2099-12-31
SG_CBD_27,ART00108,2023-08-08,2099-12-31
SG_CBD_31,ART00108,2023-01-11,2099-12-31
SG_METRO_24,ART00108,2024-12-17,2099-12-31
SG_HWY_10,ART00108,2024-01-17,2099-12-31
SG_CBD_23,ART00108,2025-04-03,2099-12-31
SG_METRO_36,ART00108,2024-12-27,2099-12-31
SG_HWY_38,ART00108,2023-01-19,2099-12-31
SG_REGIONAL_21,ART00108,2023-07-27,2099-12-31
SG_CBD_07,ART00108,2025-06-01,2099-12-31
SG_HWY_26,ART00108,2025-10-04,2099-12-31
SG_REGIONAL_17,ART00108,2024-02-09,2099-12-31
SG_REGIONAL_33,ART00108,2023-06-23,2099-12-31
SG_HWY_30,ART00108,2025-12-19,2099-12-31
SG_REGIONAL_09,ART00108,2025-11-19,2099-12-31
SG_REGIONAL_37,ART00108,2023-11-11,2099-12-31
SG_CBD_15,ART00108,2025-04-21,2099-12-31
SG_METRO_28,ART00108,2023-09-11,2099-12-31
SG_CBD_39,ART00108,2025-09-25,2099-12-31
SG_HWY_06,ART00108,2023-01-15,2099-12-31
SG_METRO_00,ART00108,2023-11-15,2099-12-31
SG_METRO_12,ART00108,2024-05-27,2099-12-31
SG_HWY_34,ART00108,2024-04-08,2099-12-31
SG_METRO_04,ART00108,2025-08-21,2099-12-31
SG_REGIONAL_29,ART00108,2025-03-20,2099-12-31
SG_HWY_18,ART00108,2025-02-05,2099-12-31
SG_METRO_16,ART00108,2024-09-04,2099-12-31
SG_CBD_35,ART00108,2025-01-16,2099-12-31
SG_CBD_19,ART00108,2025-05-27,2099-12-31
SG_METRO_20,ART00108,2024-01-09,2099-12-31
SG_HWY_02,ART00108,2026-01-03,2099-12-31
SG_CBD_11,ART00108,2024-07-05,2099-12-31
SG_REGIONAL_13,ART00108,2023-08-11,2099-12-31
SG_METRO_28,ART00109,2025-09-28,2099-12-31
SG_HWY_10,ART00109,2026-01-31,2099-12-31
SG_METRO_08,ART00109,2025-10-11,2099-12-31
SG_HWY_22,ART00109,2023-09-18,2099-12-31
SG_CBD_27,ART00109,2024-10-27,2099-12-31
SG_METRO_00,ART00109,2025-03-29,2099-12-31
SG_METRO_36,ART00109,2025-10-24,2099-12-31
SG_METRO_12,ART00109,2025-03-07,2099-12-31
SG_CBD_07,ART00109,2023-09-27,2099-12-31
SG_HWY_06,ART00109,2023-08-13,2099-12-31
SG_REGIONAL_09,ART00109,2023-08-09,2099-12-31
SG_REGIONAL_01,ART00109,2023-02-13,2099-12-31
SG_METRO_04,ART00109,2023-09-16,2099-12-31
SG_METRO_32,ART00109,2023-11-15,2099-12-31
SG_REGIONAL_13,ART00109,2024-12-05,2099-12-31
SG_CBD_23,ART00109,2025-10-21,2099-12-31
SG_HWY_38,ART00109,2023-01-28,2099-12-31
SG_CBD_39,ART00109,2024-04-29,2099-12-31
SG_REGIONAL_05,ART00109,2023-04-17,2099-12-31
SG_HWY_30,ART00109,2024-12-01,2099-12-31
SG_CBD_15,ART00109,2025-05-29,2099-12-31
SG_REGIONAL_37,ART00109,2023-01-17,2099-12-31
SG_CBD_03,ART00109,2025-06-08,2099-12-31
SG_REGIONAL_25,ART00109,2025-09-10,2099-12-31
SG_HWY_18,ART00110,2025-08-28,2099-12-31
SG_CBD_31,ART00110,2023-07-31,2099-12-31
SG_REGIONAL_05,ART00110,2025-10-25,2099-12-31
SG_CBD_27,ART00110,2024-01-07,2099-12-31
SG_CBD_15,ART00110,2024-01-22,2099-12-31
SG_REGIONAL_09,ART00110,2026-04-25,2099-12-31
SG_METRO_32,ART00110,2023-11-01,2099-12-31
SG_CBD_11,ART00110,2024-04-14,2099-12-31
SG_CBD_35,ART00110,2023-09-04,2099-12-31
SG_METRO_08,ART00110,2023-09-28,2099-12-31
SG_METRO_24,ART00110,2025-04-01,2099-12-31
SG_CBD_03,ART00110,2023-03-20,2099-12-31
SG_METRO_36,ART00110,2024-07-14,2099-12-31
SG_HWY_30,ART00110,2024-01-29,2099-12-31
SG_HWY_22,ART00110,2023-10-27,2099-12-31
SG_CBD_07,ART00110,2025-05-23,2099-12-31
SG_REGIONAL_21,ART00110,2023-02-06,2099-12-31
SG_REGIONAL_13,ART00110,2024-02-13,2099-12-31
SG_HWY_06,ART00110,2023-07-06,2099-12-31
SG_CBD_03,ART00111,2025-06-01,2099-12-31
SG_METRO_24,ART00111,2024-01-14,2099-12-31
SG_HWY_26,ART00111,2024-05-31,2099-12-31
SG_REGIONAL_33,ART00111,2025-10-03,2099-12-31
SG_CBD_19,ART00111,2025-01-14,2099-12-31
SG_HWY_14,ART00111,2024-11-15,2099-12-31
SG_HWY_34,ART00111,2024-09-15,2099-12-31
SG_REGIONAL_21,ART00111,2023-08-17,2099-12-31
SG_CBD_27,ART00111,2023-07-18,2099-12-31
SG_CBD_15,ART00111,2023-01-28,2099-12-31
SG_REGIONAL_01,ART00111,2026-02-04,2099-12-31
SG_METRO_16,ART00111,2023-09-24,2099-12-31
SG_REGIONAL_13,ART00111,2024-11-09,2099-12-31
SG_METRO_20,ART00111,2025-01-08,2099-12-31
SG_REGIONAL_29,ART00111,2025-01-10,2099-12-31
SG_REGIONAL_09,ART00111,2026-04-21,2099-12-31
SG_CBD_39,ART00111,2025-12-19,2099-12-31
SG_METRO_08,ART00111,2025-01-31,2099-12-31
SG_CBD_11,ART00111,2024-05-02,2099-12-31
SG_HWY_22,ART00111,2024-07-19,2099-12-31
SG_METRO_32,ART00111,2024-03-06,2099-12-31
SG_CBD_31,ART00111,2026-04-11,2099-12-31
SG_CBD_07,ART00111,2025-02-25,2099-12-31
SG_HWY_10,ART00111,2023-06-28,2099-12-31
SG_REGIONAL_25,ART00111,2023-08-06,2099-12-31
SG_HWY_02,ART00111,2023-09-25,2099-12-31
SG_METRO_00,ART00111,2023-09-04,2099-12-31
SG_HWY_18,ART00111,2023-03-26,2099-12-31
SG_METRO_12,ART00111,2026-04-16,2099-12-31
SG_METRO_28,ART00111,2024-01-26,2099-12-31
SG_REGIONAL_05,ART00111,2024-01-31,2099-12-31
SG_CBD_23,ART00111,2025-07-01,2099-12-31
SG_METRO_04,ART00111,2023-07-22,2099-12-31
SG_REGIONAL_37,ART00111,2023-06-03,2099-12-31
SG_METRO_36,ART00111,2026-01-24,2099-12-31
SG_REGIONAL_17,ART00111,2024-12-03,2099-12-31
SG_CBD_35,ART00111,2024-09-09,2099-12-31
SG_HWY_30,ART00113,2024-01-25,2099-12-31
SG_METRO_12,ART00113,2025-03-25,2099-12-31
SG_HWY_34,ART00113,2025-10-10,2099-12-31
SG_REGIONAL_09,ART00113,2025-12-26,2099-12-31
SG_HWY_02,ART00113,2025-11-17,2099-12-31
SG_METRO_08,ART00113,2023-06-03,2099-12-31
SG_HWY_38,ART00113,2023-12-05,2099-12-31
SG_HWY_26,ART00113,2025-06-15,2099-12-31
SG_METRO_16,ART00113,2025-11-09,2099-12-31
SG_METRO_28,ART00113,2025-02-25,2099-12-31
SG_CBD_39,ART00113,2026-02-25,2099-12-31
SG_METRO_24,ART00113,2025-03-10,2099-12-31
SG_CBD_27,ART00113,2025-03-31,2099-12-31
SG_REGIONAL_17,ART00113,2024-07-10,2099-12-31
SG_CBD_11,ART00113,2024-02-28,2099-12-31
SG_REGIONAL_25,ART00113,2024-01-12,2099-12-31
SG_HWY_14,ART00113,2023-01-08,2099-12-31
SG_METRO_20,ART00113,2023-11-24,2099-12-31
SG_CBD_03,ART00113,2026-03-17,2099-12-31
SG_REGIONAL_13,ART00113,2024-03-22,2099-12-31
SG_CBD_35,ART00113,2026-04-27,2099-12-31
SG_CBD_15,ART00113,2023-01-19,2099-12-31
SG_HWY_22,ART00113,2025-11-16,2099-12-31
SG_CBD_31,ART00113,2025-07-21,2099-12-31
SG_METRO_00,ART00113,2025-10-28,2099-12-31
SG_CBD_19,ART00113,2025-12-11,2099-12-31
SG_METRO_36,ART00113,2024-06-14,2099-12-31
SG_METRO_04,ART00113,2024-09-13,2099-12-31
SG_REGIONAL_29,ART00113,2024-03-27,2099-12-31
SG_CBD_23,ART00113,2024-08-29,2099-12-31
SG_REGIONAL_33,ART00113,2024-07-03,2099-12-31
SG_HWY_18,ART00113,2026-02-04,2099-12-31
SG_REGIONAL_37,ART00113,2023-09-01,2099-12-31
SG_HWY_14,ART00114,2024-03-06,2099-12-31
SG_HWY_02,ART00114,2025-12-30,2099-12-31
SG_HWY_34,ART00114,2023-08-26,2099-12-31
SG_CBD_15,ART00114,2023-01-03,2099-12-31
SG_HWY_18,ART00114,2024-12-12,2099-12-31
SG_HWY_38,ART00114,2025-01-25,2099-12-31
SG_REGIONAL_09,ART00114,2024-10-26,2099-12-31
SG_REGIONAL_17,ART00114,2023-06-20,2099-12-31
SG_METRO_08,ART00114,2026-01-29,2099-12-31
SG_CBD_31,ART00114,2024-06-24,2099-12-31
SG_CBD_27,ART00114,2023-10-01,2099-12-31
SG_REGIONAL_25,ART00114,2025-04-16,2099-12-31
SG_REGIONAL_01,ART00114,2024-08-26,2099-12-31
SG_METRO_20,ART00114,2024-10-26,2099-12-31
SG_CBD_07,ART00114,2023-04-28,2099-12-31
SG_METRO_00,ART00116,2025-01-24,2099-12-31
SG_HWY_22,ART00116,2023-10-31,2099-12-31
SG_HWY_14,ART00116,2025-09-08,2099-12-31
SG_REGIONAL_17,ART00116,2023-07-11,2099-12-31
SG_CBD_11,ART00116,2025-10-12,2099-12-31
SG_METRO_16,ART00116,2024-01-07,2099-12-31
SG_REGIONAL_01,ART00116,2025-07-29,2099-12-31
SG_HWY_06,ART00116,2024-01-14,2099-12-31
SG_METRO_24,ART00116,2023-12-27,2099-12-31
SG_HWY_30,ART00116,2024-01-22,2099-12-31
SG_METRO_20,ART00116,2026-03-12,2099-12-31
SG_METRO_08,ART00116,2025-10-01,2099-12-31
SG_CBD_27,ART00116,2024-01-05,2099-12-31
SG_REGIONAL_29,ART00116,2024-07-31,2099-12-31
SG_HWY_26,ART00116,2023-02-13,2099-12-31
SG_CBD_19,ART00116,2024-09-27,2099-12-31
SG_METRO_36,ART00116,2023-11-30,2099-12-31
SG_METRO_32,ART00116,2023-12-30,2099-12-31
SG_REGIONAL_37,ART00116,2025-03-18,2099-12-31
SG_CBD_07,ART00116,2024-01-20,2099-12-31
SG_HWY_10,ART00116,2023-05-23,2099-12-31
SG_METRO_28,ART00116,2023-10-21,2099-12-31
SG_HWY_38,ART00116,2023-05-28,2099-12-31
SG_METRO_12,ART00116,2025-05-23,2099-12-31
SG_METRO_04,ART00116,2024-05-17,2099-12-31
SG_REGIONAL_25,ART00116,2025-07-20,2099-12-31
SG_CBD_03,ART00116,2025-04-04,2099-12-31
SG_CBD_35,ART00116,2023-07-25,2099-12-31
SG_HWY_34,ART00116,2025-12-14,2099-12-31
SG_CBD_23,ART00116,2023-10-09,2099-12-31
SG_METRO_00,ART00117,2023-11-13,2099-12-31
SG_HWY_38,ART00117,2024-05-14,2099-12-31
SG_HWY_06,ART00117,2023-04-25,2099-12-31
SG_METRO_24,ART00117,2026-01-18,2099-12-31
SG_METRO_36,ART00117,2024-07-01,2099-12-31
SG_REGIONAL_01,ART00117,2026-01-18,2099-12-31
SG_CBD_07,ART00117,2023-09-10,2099-12-31
SG_CBD_39,ART00117,2023-02-13,2099-12-31
SG_HWY_02,ART00117,2023-04-02,2099-12-31
SG_METRO_04,ART00117,2023-07-30,2099-12-31
SG_REGIONAL_33,ART00117,2026-01-20,2099-12-31
SG_CBD_35,ART00117,2024-08-30,2099-12-31
SG_CBD_31,ART00117,2023-07-30,2099-12-31
SG_METRO_08,ART00117,2025-11-13,2099-12-31
SG_HWY_30,ART00117,2025-04-30,2099-12-31
SG_METRO_20,ART00117,2023-10-18,2099-12-31
SG_CBD_19,ART00117,2023-01-03,2099-12-31
SG_METRO_32,ART00117,2024-04-04,2099-12-31
SG_HWY_22,ART00117,2023-02-19,2099-12-31
SG_CBD_03,ART00117,2024-04-09,2099-12-31
SG_REGIONAL_17,ART00117,2025-05-24,2099-12-31
SG_HWY_10,ART00117,2025-02-28,2099-12-31
SG_CBD_27,ART00117,2023-10-29,2099-12-31
SG_REGIONAL_37,ART00117,2024-12-24,2099-12-31
SG_REGIONAL_25,ART00117,2024-08-10,2099-12-31
SG_REGIONAL_29,ART00117,2024-04-07,2099-12-31
SG_METRO_12,ART00117,2025-02-26,2099-12-31
SG_REGIONAL_09,ART00117,2023-08-19,2099-12-31
SG_HWY_14,ART00117,2025-10-04,2099-12-31
SG_CBD_23,ART00117,2023-12-14,2099-12-31
SG_CBD_15,ART00117,2023-08-14,2099-12-31
SG_REGIONAL_05,ART00117,2024-04-04,2099-12-31
SG_CBD_11,ART00117,2023-07-28,2099-12-31
SG_HWY_18,ART00119,2025-09-06,2099-12-31
SG_HWY_22,ART00119,2023-05-18,2099-12-31
SG_METRO_04,ART00119,2023-08-20,2099-12-31
SG_REGIONAL_21,ART00119,2026-03-29,2099-12-31
SG_CBD_07,ART00119,2025-05-25,2099-12-31
SG_CBD_23,ART00119,2024-07-24,2099-12-31
SG_REGIONAL_05,ART00119,2023-10-24,2099-12-31
SG_HWY_02,ART00119,2023-07-05,2099-12-31
SG_REGIONAL_09,ART00119,2024-10-23,2099-12-31
SG_REGIONAL_33,ART00119,2023-09-19,2099-12-31
SG_REGIONAL_13,ART00119,2024-01-08,2099-12-31
SG_METRO_16,ART00119,2025-02-27,2099-12-31
SG_HWY_10,ART00119,2024-12-23,2099-12-31
SG_CBD_19,ART00119,2024-10-15,2099-12-31
SG_HWY_30,ART00119,2025-10-09,2099-12-31
SG_METRO_36,ART00119,2025-05-18,2099-12-31
SG_REGIONAL_29,ART00119,2025-09-12,2099-12-31
SG_REGIONAL_37,ART00119,2025-04-27,2099-12-31
SG_METRO_24,ART00119,2024-11-13,2099-12-31
SG_CBD_31,ART00119,2023-10-11,2099-12-31
SG_HWY_26,ART00119,2024-05-18,2099-12-31
SG_METRO_20,ART00119,2025-02-23,2099-12-31
SG_CBD_11,ART00119,2025-05-07,2099-12-31
SG_CBD_03,ART00119,2026-01-30,2099-12-31
SG_METRO_08,ART00119,2025-10-15,2099-12-31
SG_HWY_14,ART00119,2026-01-08,2099-12-31
SG_CBD_35,ART00119,2025-12-29,2099-12-31
SG_CBD_27,ART00119,2025-10-05,2099-12-31
SG_REGIONAL_25,ART00119,2025-12-26,2099-12-31
SG_HWY_38,ART00119,2026-01-03,2099-12-31
SG_REGIONAL_01,ART00119,2024-04-16,2099-12-31
SG_METRO_00,ART00119,2025-02-26,2099-12-31
SG_METRO_32,ART00119,2023-06-21,2099-12-31
SG_HWY_06,ART00119,2026-04-04,2099-12-31
SG_REGIONAL_17,ART00119,2025-05-13,2099-12-31
SG_CBD_39,ART00119,2025-12-15,2099-12-31
SG_HWY_34,ART00119,2026-03-29,2099-12-31
SG_CBD_15,ART00119,2024-03-25,2099-12-31
SG_METRO_12,ART00119,2023-06-28,2099-12-31
SG_METRO_28,ART00119,2024-04-26,2099-12-31
SG_METRO_00,ART00120,2024-03-07,2099-12-31
SG_REGIONAL_13,ART00120,2024-04-04,2099-12-31
SG_REGIONAL_01,ART00120,2023-04-25,2099-12-31
SG_CBD_23,ART00120,2023-10-10,2099-12-31
SG_CBD_35,ART00120,2023-08-29,2099-12-31
SG_HWY_30,ART00120,2023-10-21,2099-12-31
SG_METRO_08,ART00120,2025-02-12,2099-12-31
SG_CBD_07,ART00120,2023-02-23,2099-12-31
SG_CBD_03,ART00120,2025-05-19,2099-12-31
SG_REGIONAL_29,ART00120,2025-01-31,2099-12-31
SG_CBD_11,ART00120,2023-04-21,2099-12-31
SG_HWY_34,ART00120,2023-08-06,2099-12-31
SG_CBD_27,ART00120,2026-04-06,2099-12-31
SG_METRO_24,ART00120,2023-06-01,2099-12-31
SG_METRO_04,ART00120,2025-09-03,2099-12-31
SG_REGIONAL_09,ART00120,2026-05-01,2099-12-31
SG_HWY_14,ART00120,2023-11-20,2099-12-31
SG_REGIONAL_25,ART00120,2023-03-03,2099-12-31
SG_REGIONAL_17,ART00120,2023-10-28,2099-12-31
SG_HWY_38,ART00120,2025-01-18,2099-12-31
SG_METRO_32,ART00120,2023-10-17,2099-12-31
SG_CBD_15,ART00122,2024-09-05,2099-12-31
SG_METRO_04,ART00122,2025-08-20,2099-12-31
SG_METRO_00,ART00122,2025-04-22,2099-12-31
SG_METRO_36,ART00122,2024-11-21,2099-12-31
SG_HWY_26,ART00122,2025-06-28,2099-12-31
SG_REGIONAL_09,ART00122,2023-01-28,2099-12-31
SG_CBD_11,ART00122,2024-08-10,2099-12-31
SG_HWY_30,ART00122,2023-08-16,2099-12-31
SG_METRO_08,ART00122,2023-11-16,2099-12-31
SG_CBD_23,ART00122,2023-05-03,2099-12-31
SG_METRO_16,ART00122,2023-03-07,2099-12-31
SG_HWY_22,ART00122,2023-12-22,2099-12-31
SG_HWY_10,ART00123,2025-08-17,2099-12-31
SG_METRO_00,ART00123,2025-09-04,2099-12-31
SG_REGIONAL_25,ART00123,2024-10-03,2099-12-31
SG_CBD_27,ART00123,2025-04-09,2099-12-31
SG_REGIONAL_29,ART00123,2025-02-18,2099-12-31
SG_METRO_16,ART00123,2023-12-04,2099-12-31
SG_METRO_32,ART00123,2023-04-22,2099-12-31
SG_CBD_19,ART00123,2025-01-30,2099-12-31
SG_HWY_14,ART00123,2025-05-18,2099-12-31
SG_REGIONAL_13,ART00123,2024-02-03,2099-12-31
SG_CBD_35,ART00123,2024-07-06,2099-12-31
SG_REGIONAL_05,ART00123,2023-08-11,2099-12-31
SG_METRO_08,ART00123,2023-08-02,2099-12-31
SG_HWY_02,ART00123,2023-06-09,2099-12-31
SG_HWY_34,ART00123,2025-01-12,2099-12-31
SG_METRO_12,ART00123,2024-11-18,2099-12-31
SG_METRO_04,ART00123,2023-02-27,2099-12-31
SG_HWY_06,ART00123,2024-05-05,2099-12-31
SG_METRO_24,ART00123,2024-07-31,2099-12-31
SG_REGIONAL_33,ART00123,2023-11-30,2099-12-31
SG_REGIONAL_01,ART00123,2026-01-14,2099-12-31
SG_CBD_07,ART00123,2023-08-07,2099-12-31
SG_REGIONAL_21,ART00123,2023-05-14,2099-12-31
SG_METRO_28,ART00123,2024-03-09,2099-12-31
SG_HWY_26,ART00123,2023-01-23,2099-12-31
SG_HWY_30,ART00123,2024-09-25,2099-12-31
SG_CBD_35,ART00124,2024-08-01,2099-12-31
SG_METRO_12,ART00124,2025-03-26,2099-12-31
SG_HWY_02,ART00124,2025-10-21,2099-12-31
SG_CBD_15,ART00124,2024-02-04,2099-12-31
SG_REGIONAL_17,ART00124,2024-10-06,2099-12-31
SG_REGIONAL_05,ART00124,2025-03-11,2099-12-31
SG_REGIONAL_37,ART00124,2024-12-29,2099-12-31
SG_HWY_30,ART00124,2023-09-23,2099-12-31
SG_REGIONAL_33,ART00124,2023-07-19,2099-12-31
SG_REGIONAL_01,ART00124,2024-11-09,2099-12-31
SG_HWY_10,ART00124,2025-04-14,2099-12-31
SG_CBD_31,ART00124,2025-10-28,2099-12-31
SG_REGIONAL_09,ART00124,2023-07-26,2099-12-31
SG_METRO_00,ART00124,2025-10-25,2099-12-31
SG_CBD_11,ART00124,2023-11-04,2099-12-31
SG_METRO_24,ART00124,2023-02-18,2099-12-31
SG_METRO_24,ART00125,2025-06-01,2099-12-31
SG_HWY_30,ART00125,2023-03-23,2099-12-31
SG_REGIONAL_37,ART00125,2025-03-04,2099-12-31
SG_HWY_02,ART00125,2024-05-04,2099-12-31
SG_HWY_18,ART00125,2024-03-03,2099-12-31
SG_HWY_10,ART00125,2023-06-03,2099-12-31
SG_REGIONAL_09,ART00125,2023-11-09,2099-12-31
SG_REGIONAL_29,ART00125,2026-03-07,2099-12-31
SG_REGIONAL_05,ART00125,2025-10-15,2099-12-31
SG_METRO_28,ART00125,2023-07-19,2099-12-31
SG_METRO_20,ART00125,2023-01-31,2099-12-31
SG_METRO_36,ART00125,2023-10-20,2099-12-31
SG_HWY_22,ART00125,2024-09-25,2099-12-31
SG_CBD_07,ART00125,2026-01-25,2099-12-31
SG_HWY_06,ART00125,2023-06-28,2099-12-31
SG_REGIONAL_21,ART00125,2025-10-18,2099-12-31
SG_METRO_32,ART00125,2023-07-12,2099-12-31
SG_METRO_04,ART00125,2025-07-20,2099-12-31
SG_CBD_31,ART00125,2024-10-04,2099-12-31
SG_METRO_16,ART00125,2023-12-14,2099-12-31
SG_CBD_23,ART00125,2024-08-28,2099-12-31
SG_CBD_19,ART00125,2023-11-27,2099-12-31
SG_HWY_34,ART00125,2023-05-20,2099-12-31
SG_HWY_14,ART00125,2024-07-27,2099-12-31
SG_CBD_27,ART00125,2026-03-26,2099-12-31
SG_CBD_39,ART00125,2025-01-14,2099-12-31
SG_CBD_15,ART00125,2024-12-24,2099-12-31
SG_CBD_35,ART00125,2023-07-02,2099-12-31
SG_CBD_11,ART00126,2024-08-10,2099-12-31
SG_REGIONAL_29,ART00126,2025-04-01,2099-12-31
SG_METRO_16,ART00126,2025-04-17,2099-12-31
SG_HWY_30,ART00126,2023-09-22,2099-12-31
SG_REGIONAL_37,ART00126,2025-06-21,2099-12-31
SG_METRO_28,ART00126,2025-01-21,2099-12-31
SG_METRO_08,ART00126,2025-11-15,2099-12-31
SG_CBD_07,ART00126,2024-10-04,2099-12-31
SG_CBD_31,ART00126,2025-02-04,2099-12-31
SG_REGIONAL_01,ART00126,2023-06-20,2099-12-31
SG_CBD_39,ART00126,2025-04-26,2099-12-31
SG_CBD_27,ART00126,2025-11-02,2099-12-31
SG_METRO_16,ART00128,2023-08-12,2099-12-31
SG_HWY_02,ART00128,2023-06-25,2099-12-31
SG_CBD_03,ART00128,2024-01-05,2099-12-31
SG_CBD_15,ART00128,2023-08-10,2099-12-31
SG_CBD_35,ART00128,2025-03-23,2099-12-31
SG_METRO_00,ART00128,2025-06-06,2099-12-31
SG_REGIONAL_09,ART00128,2024-02-13,2099-12-31
SG_HWY_06,ART00128,2025-04-02,2099-12-31
SG_HWY_18,ART00128,2024-11-04,2099-12-31
SG_METRO_12,ART00128,2023-05-13,2099-12-31
SG_REGIONAL_05,ART00128,2024-10-11,2099-12-31
SG_CBD_31,ART00128,2024-12-02,2099-12-31
SG_HWY_30,ART00128,2025-09-22,2099-12-31
SG_HWY_38,ART00128,2024-03-11,2099-12-31
SG_CBD_07,ART00128,2025-09-02,2099-12-31
SG_CBD_27,ART00128,2023-08-23,2099-12-31
SG_HWY_14,ART00128,2024-07-24,2099-12-31
SG_REGIONAL_21,ART00128,2025-07-19,2099-12-31
SG_HWY_26,ART00128,2023-03-20,2099-12-31
SG_CBD_11,ART00128,2026-01-21,2099-12-31
SG_CBD_23,ART00128,2023-11-15,2099-12-31
SG_CBD_19,ART00128,2025-08-20,2099-12-31
SG_REGIONAL_17,ART00128,2023-10-26,2099-12-31
SG_METRO_28,ART00128,2024-03-13,2099-12-31
SG_METRO_36,ART00129,2023-10-18,2099-12-31
SG_HWY_02,ART00129,2023-05-22,2099-12-31
SG_METRO_24,ART00129,2024-07-14,2099-12-31
SG_CBD_03,ART00129,2025-04-09,2099-12-31
SG_CBD_23,ART00129,2023-06-17,2099-12-31
SG_CBD_27,ART00129,2024-09-02,2099-12-31
SG_HWY_30,ART00129,2025-07-13,2099-12-31
SG_REGIONAL_13,ART00129,2025-05-09,2099-12-31
SG_CBD_39,ART00129,2025-12-10,2099-12-31
SG_HWY_06,ART00129,2024-03-14,2099-12-31
SG_HWY_34,ART00129,2024-06-15,2099-12-31
SG_METRO_00,ART00129,2024-01-12,2099-12-31
SG_REGIONAL_37,ART00129,2023-04-21,2099-12-31
SG_REGIONAL_21,ART00129,2023-07-09,2099-12-31
SG_METRO_32,ART00129,2025-05-27,2099-12-31
SG_METRO_08,ART00129,2024-12-01,2099-12-31
SG_REGIONAL_29,ART00129,2024-08-31,2099-12-31
SG_METRO_20,ART00129,2023-12-03,2099-12-31
SG_REGIONAL_05,ART00129,2024-02-11,2099-12-31
SG_HWY_38,ART00129,2024-12-16,2099-12-31
SG_HWY_26,ART00130,2025-05-10,2099-12-31
SG_HWY_30,ART00130,2026-01-23,2099-12-31
SG_HWY_38,ART00130,2023-12-07,2099-12-31
SG_HWY_34,ART00130,2025-02-12,2099-12-31
SG_HWY_10,ART00130,2024-03-18,2099-12-31
SG_CBD_27,ART00130,2024-12-13,2099-12-31
SG_HWY_22,ART00130,2024-03-05,2099-12-31
SG_METRO_24,ART00130,2024-01-27,2099-12-31
SG_METRO_00,ART00130,2026-03-27,2099-12-31
SG_REGIONAL_17,ART00130,2023-01-30,2099-12-31
SG_REGIONAL_25,ART00130,2025-01-28,2099-12-31
SG_METRO_28,ART00130,2025-01-15,2099-12-31
SG_CBD_19,ART00130,2023-02-03,2099-12-31
SG_HWY_06,ART00130,2024-09-10,2099-12-31
SG_HWY_02,ART00130,2024-09-20,2099-12-31
SG_CBD_23,ART00130,2025-10-25,2099-12-31
SG_REGIONAL_21,ART00130,2023-09-13,2099-12-31
